ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1780	"ENSG00000163050"	"ENSG00000163050"	chr1	+	226983760	226984235	226983760	226983854	226984093	226984235	1780	24,13,18	56,24,29	49,57,54	123,37,46	289	50	0.0189289916766	0.08103443564246446	0.069,0.086,0.097	0.064,0.21,0.169	-0.064
1781	"ENSG00000100918"	"ENSG00000100918"	chr14	+	24172898	24173198	24172898	24173041	24173125	24173198	1781	150,27,50	208,78,108	207,34,76	273,126,126	134	50	0.980658081677	1.0	0.212,0.114,0.147	0.221,0.091,0.184	-0.008
1782	"ENSG00000100918"	"ENSG00000100918"	chr14	+	24178605	24178916	24178605	24178672	24178776	24178916	1782	272,90,89	195,139,149	334,150,164	242,162,189	154	50	0.169355843405	0.39057971251834217	0.312,0.174,0.162	0.309,0.231,0.22	-0.037
1783	"ENSG00000100918"	"ENSG00000100918"	chr14	+	24179799	24180254	24179799	24179906	24180009	24180254	1783	358,142,225	136,82,108	598,207,283	212,133,116	153	50	0.847377410729	1.0	0.462,0.361,0.405	0.48,0.337,0.444	-0.011
1785	"ENSG00000227953"	"ENSG00000227953"	chr1	+	246790445	246792385	246790445	246791195	246792056	246792385	1785	644,177,264	17,0,3	793,336,382	14,5,7	911	50	0.594382928372	0.8843307489041519	0.675,1.0,0.828	0.757,0.787,0.75	0.07
1786	"ENSG00000148187"	"ENSG00000148187"	chr9	+	122285168	122285946	122285168	122285287	122285779	122285946	1786	718,290,265	51,3,6	692,309,432	32,9,10	542	50	0.810457803518	1.0	0.565,0.899,0.803	0.666,0.76,0.799	0.014
1788	"ENSG00000138442"	"ENSG00000138442"	chr2	-	202884197	202884535	202884197	202884303	202884394	202884535	1788	3,0,0	85,68,37	9,0,1	78,68,62	141	50	0.960699820712	1.0	0.012,0.0,0.0	0.039,0.0,0.006	-0.011
1789	"ENSG00000149483"	"ENSG00000149483"	chr11	+	61364249	61364518	61364249	61364315	61364432	61364518	1789	341,237,159	7,4,4	441,200,183	4,2,7	167	50	0.523989685366	0.8185086175926807	0.936,0.947,0.922	0.971,0.968,0.887	-0.007
1790	"ENSG00000156671"	"ENSG00000156671"	chr10	+	75176065	75182123	75176065	75176216	75176387	75182123	1790	55,13,16	276,120,92	63,13,14	100,76,108	221	50	0.00462392191531	0.027737715237878477	0.043,0.024,0.038	0.125,0.037,0.028	-0.028
1792	"ENSG00000185379"	"ENSG00000185379"	chr17	-	35106127	35106481	35106127	35106249	35106385	35106481	1792	5,1,1	0,0,0	0,1,1	0,1,3	186	50	1	1.0	1.0,1.0,1.0	NA,0.212,0.082	0.853
1793	"ENSG00000130787"	"ENSG00000130787"	chr12	+	122860046	122860210	122860046	122860077	122860147	122860210	1793	140,112,88	110,167,117	106,155,57	82,176,96	120	50	0.889469122489	1.0	0.347,0.218,0.239	0.35,0.268,0.198	-0.004
1794	"ENSG00000130787"	"ENSG00000130787"	chr12	+	122860422	122860784	122860422	122860523	122860678	122860784	1794	54,72,96	164,130,93	8,70,35	93,176,62	205	50	0.00225651680394	0.016404464387179667	0.074,0.119,0.201	0.021,0.088,0.121	0.055
1795	"ENSG00000167548"	"ENSG00000167548"	chr12	-	49030279	49030768	49030279	49030439	49030600	49030768	1795	26,11,7	64,53,28	1,9,17	90,31,42	211	50	0.0348504597873	0.12798919858629215	0.088,0.047,0.056	0.003,0.064,0.088	0.012
1796	"ENSG00000144802"	"ENSG00000144802"	chr3	+	101853090	101853863	101853090	101853234	101853600	101853863	1796	26410,5935,5449	6,1,1	30289,7387,8096	0,2,2	416	50	1	1.0	0.998,0.999,0.998	1.0,0.998,0.998	-0.0
1797	"ENSG00000162909"	"ENSG00000162909"	chr1	+	223769840	223770525	223769840	223769909	223770446	223770525	1797	3060,887,756	1001,494,572	3956,1883,2269	1109,550,604	587	50	1.40721995168e-08	1.0324664537787568e-06	0.207,0.133,0.101	0.233,0.226,0.242	-0.087
1798	"ENSG00000144596"	"ENSG00000144596"	chr3	-	14520691	14524538	14520691	14523698	14524392	14524538	1798	31,28,4	9,5,7	137,41,30	10,2,12	744	50	0.0270344785729	0.10533286626973865	0.188,0.273,0.037	0.479,0.579,0.144	-0.235
1799	"ENSG00000185000"	"ENSG00000185000"	chr8	-	144317021	144317252	144317021	144317109	144317186	144317252	1799	153,84,58	69,48,31	180,140,138	65,39,48	127	50	0.00784181009923	0.04136901810091579	0.466,0.408,0.424	0.522,0.586,0.531	-0.114
1800	"ENSG00000185000"	"ENSG00000185000"	chr8	-	144318094	144318362	144318094	144318169	144318260	144318362	1800	48,46,30	45,47,44	48,36,48	53,54,44	141	50	0.849968026556	1.0	0.274,0.258,0.195	0.243,0.191,0.279	0.005
1801	"ENSG00000185000"	"ENSG00000185000"	chr8	-	144318260	144318566	144318260	144318362	144318460	144318566	1801	20,27,11	66,29,30	57,26,22	109,43,35	148	50	0.406089793828	0.7027003725565065	0.093,0.239,0.11	0.15,0.17,0.175	-0.018
1802	"ENSG00000185507"	"ENSG00000185507"	chr11	-	613784	614037	613784	613865	613950	614037	1802	0,0,0	0,4,1	1,1,0	1,4,0	135	50	1	1.0	NA,0.0,0.0	0.27,0.085,NA	-0.178
1804	"ENSG00000131788"	"ENSG00000131788"	chr1	-	145848521	145850269	145848521	145849712	145850231	145850269	1804	417,195,229	124,95,111	423,236,200	138,102,94	569	50	0.88928131627	1.0	0.228,0.153,0.153	0.212,0.169,0.158	-0.002
1805	"ENSG00000131788"	"ENSG00000131788"	chr1	-	145856346	145857006	145856346	145856431	145856588	145857006	1805	115,77,51	66,78,71	131,58,48	108,51,61	207	50	0.873167045293	1.0	0.296,0.193,0.148	0.227,0.216,0.16	0.011
1809	"ENSG00000114745"	"ENSG00000114745"	chr3	-	39100304	39100877	39100304	39100454	39100746	39100877	1809	173,147,117	10,8,12	227,141,80	0,15,10	342	50	0.484818580233	0.7824364836315321	0.717,0.729,0.588	1.0,0.579,0.539	-0.028
1810	"ENSG00000114745"	"ENSG00000114745"	chr3	-	39100304	39100877	39100304	39100503	39100746	39100877	1810	96,79,60	82,41,53	103,84,36	68,32,33	293	50	0.313158608789	0.5921702638044175	0.167,0.247,0.162	0.205,0.309,0.157	-0.032
1811	"ENSG00000114745"	"ENSG00000114745"	chr3	-	39100304	39100877	39100304	39100503	39100787	39100877	1811	189,130,99	0,5,0	199,130,77	20,2,0	334	50	0.0224746573578	0.09255754830686373	1.0,0.796,1.0	0.598,0.907,1.0	0.097
1812	"ENSG00000114745"	"ENSG00000114745"	chr3	-	39100746	39101102	39100746	39100877	39101015	39101102	1812	62,46,37	92,68,63	92,42,52	76,44,22	188	50	0.000848963719065	0.0074321488633842005	0.152,0.152,0.135	0.244,0.202,0.386	-0.131
1813	"ENSG00000154832"	"ENSG00000154832"	chr18	-	50285748	50286257	50285748	50285928	50286021	50286257	1813	86,43,23	87,80,71	127,46,45	206,72,123	143	50	0.601342989601	0.8899204422261547	0.257,0.158,0.102	0.177,0.183,0.113	0.015
1815	"ENSG00000177830"	"ENSG00000177830"	chr11	-	869213	869956	869213	869345	869857	869956	1815	340,274,212	6,0,1	420,194,165	11,0,1	562	50	0.226807958447	0.4788168011658889	0.834,1.0,0.95	0.773,1.0,0.936	0.025
1816	"ENSG00000102038"	"ENSG00000102038"	chrX	-	129480700	129481185	129480700	129480814	129481074	129481185	1816	20,6,1	424,254,203	22,2,2	371,223,277	310	50	1	1.0	0.008,0.004,0.001	0.009,0.001,0.001	0.001
1817	"ENSG00000197323"	"ENSG00000197323"	chr1	-	114397607	114397990	114397607	114397860	114397939	114397990	1817	12,17,17	114,59,49	15,9,26	95,41,49	129	50	0.314121833859	0.5932859507618102	0.039,0.1,0.119	0.058,0.078,0.171	-0.016
1818	"ENSG00000168283"	"ENSG00000168283"	chr10	+	22326430	22326986	22326430	22326561	22326889	22326986	1818	93,66,49	332,110,82	183,101,78	393,163,118	378	50	0.0409830438173	0.14488371828369437	0.036,0.074,0.073	0.058,0.076,0.08	-0.01
1820	"ENSG00000130177"	"ENSG00000130177"	chr13	+	114272183	114272675	114272183	114272481	114272563	114272675	1820	479,303,320	43,52,42	600,433,390	112,26,39	132	50	0.519155814028	0.8152750055833219	0.808,0.688,0.743	0.67,0.863,0.791	-0.028
1821	"ENSG00000188549"	"ENSG00000188549"	chr15	-	40338747	40339619	40338747	40338903	40339511	40339619	1821	25,13,20	1,1,1	7,14,4	0,1,0	658	50	0.0071175511671	0.03835435199536712	0.655,0.497,0.603	1.0,0.515,1.0	-0.253
1822	"ENSG00000061273"	"ENSG00000061273"	chr12	-	47784078	47785471	47784078	47784217	47785386	47785471	1822	1240,804,684	192,93,74	1648,1040,1065	197,100,83	1219	50	0.0266268741782	0.10439688624557823	0.209,0.262,0.275	0.255,0.299,0.345	-0.051
1823	"ENSG00000061273"	"ENSG00000061273"	chr12	-	47789812	47791308	47789812	47789920	47791258	47791308	1823	488,252,195	162,131,120	473,281,255	184,99,121	1388	50	0.261264560659	0.5233552095245388	0.098,0.065,0.055	0.085,0.093,0.071	-0.01
1824	"ENSG00000061273"	"ENSG00000061273"	chr12	-	47791870	47792669	47791870	47792004	47792537	47792669	1824	783,396,343	3,0,2	673,543,527	0,2,1	583	50	0.424666179889	0.725369989932178	0.957,1.0,0.936	1.0,0.959,0.978	-0.015
1825	"ENSG00000106258"	"ENSG00000106258"	chr7	-	99662815	99664095	99662815	99662882	99663967	99664095	1825	4973,2413,1391	95,34,30	3460,824,926	43,13,16	1135	50	0.134417609593	0.3324883714465856	0.698,0.758,0.671	0.78,0.736,0.718	-0.036
1826	"ENSG00000106258"	"ENSG00000106258"	chr7	-	99672579	99672915	99672579	99672679	99672783	99672915	1826	213,101,77	110,38,35	184,15,46	95,16,12	154	50	0.706715757749	0.9803163027065098	0.386,0.463,0.417	0.386,0.233,0.554	0.031
1827	"ENSG00000106258"	"ENSG00000106258"	chr7	-	99672579	99672915	99672579	99672698	99672783	99672915	1827	187,86,65	0,2,5	161,14,42	0,0,0	135	50	0.044047279061	0.15285750355525055	1.0,0.941,0.828	1.0,1.0,1.0	-0.077
1828	"ENSG00000106258"	"ENSG00000106258"	chr7	-	99676114	99676576	99676114	99676208	99676316	99676576	1828	205,34,33	39,5,4	99,14,8	28,0,2	158	50	0.816814210187	1.0	0.625,0.683,0.723	0.528,1.0,0.559	-0.019
1829	"ENSG00000272752"	"ENSG00000272752"	chr7	+	100352563	100352914	100352563	100352667	100352760	100352914	1829	837,383,354	10,7,1	1007,450,443	22,1,8	143	50	0.199657164563	0.4375758353864646	0.967,0.95,0.992	0.941,0.994,0.951	0.008
1830	"ENSG00000089041"	"ENSG00000089041"	chr12	+	121177146	121177446	121177146	121177212	121177296	121177446	1830	13,6,9	0,0,0	0,4,5	0,2,0	134	50	1	1.0	1.0,1.0,1.0	NA,0.427,1.0	0.286
1832	"ENSG00000173947"	"ENSG00000173947"	chr1	+	111348515	111350223	111348515	111348646	111350105	111350223	1832	120,32,46	50,8,22	110,63,80	87,25,16	1509	50	0.469010441799	0.7678181573189907	0.074,0.117,0.065	0.04,0.077,0.142	-0.001
1833	"ENSG00000173482"	"ENSG00000173482"	chr18	+	8376461	8378414	8376461	8376597	8378264	8378414	1833	3074,935,670	141,67,84	1655,733,705	86,46,49	1717	50	0.273242723889	0.5404788677837582	0.388,0.289,0.188	0.359,0.317,0.295	-0.035
1834	"ENSG00000141456"	"ENSG00000141456"	chr17	-	4671690	4673145	4671690	4671882	4672113	4673145	1834	1379,1627,1518	7,10,20	1520,1606,1509	16,10,14	281	50	0.869088400423	1.0	0.972,0.967,0.931	0.944,0.966,0.95	0.003
1835	"ENSG00000141456"	"ENSG00000141456"	chr17	-	4675273	4675884	4675273	4675362	4675796	4675884	1835	205,175,151	145,84,87	320,184,163	129,84,59	484	50	0.00475027849665	0.028287616526948025	0.127,0.177,0.152	0.204,0.185,0.222	-0.052
1836	"ENSG00000100889"	"ENSG00000100889"	chr14	+	24094310	24094845	24094310	24094434	24094765	24094845	1836	15,5,24	0,0,0	19,13,13	0,0,1	381	50	1	1.0	1.0,1.0,1.0	1.0,1.0,0.63	0.123
1837	"ENSG00000100889"	"ENSG00000100889"	chr14	+	24098202	24098678	24098202	24098387	24098474	24098678	1837	0,4,9	28,52,44	7,0,4	12,10,13	137	50	0.060595218516	0.19024265773719815	0.0,0.027,0.069	0.176,0.0,0.101	-0.06
1838	"ENSG00000156599"	"ENSG00000156599"	chr11	+	57690030	57690437	57690030	57690203	57690334	57690437	1838	5,16,11	146,80,69	18,8,7	140,72,43	181	50	0.578183109758	0.8712465517766991	0.009,0.052,0.042	0.034,0.03,0.043	-0.001
1839	"ENSG00000105227"	"ENSG00000105227"	chr19	-	40393767	40398816	40393767	40397970	40398619	40398816	1839	162,25,32	25,6,12	443,40,134	57,17,25	699	50	0.69542145423	0.9708620946202781	0.317,0.23,0.16	0.357,0.144,0.277	-0.024
1840	"ENSG00000084207"	"ENSG00000084207"	chr11	+	67584133	67585241	67584133	67584169	67585037	67585241	1840	4080,3109,4235	0,1,0	2992,1737,1524	0,0,0	918	50	1	1.0	1.0,0.994,1.0	1.0,1.0,1.0	-0.002
1841	"ENSG00000143774"	"ENSG00000143774"	chr1	+	228145510	228146067	228145510	228145624	228146012	228146067	1841	731,394,379	3,3,0	851,506,370	0,1,3	438	50	0.315699231652	0.5954856369906721	0.965,0.937,1.0	1.0,0.983,0.934	-0.005
1842	"ENSG00000143774"	"ENSG00000143774"	chr1	+	228145509	228146067	228145509	228145649	228146025	228146067	1842	724,390,371	9,0,0	846,493,362	8,1,2	426	50	0.789687801714	1.0	0.904,1.0,1.0	0.925,0.983,0.955	0.014
1843	"ENSG00000143774"	"ENSG00000143774"	chr1	+	228145510	228146067	228145510	228145624	228146025	228146067	1843	751,406,381	343,244,226	872,517,381	495,228,160	451	50	0.257403422078	0.5179133134701054	0.195,0.156,0.157	0.163,0.201,0.209	-0.022
1844	"ENSG00000143774"	"ENSG00000143774"	chr1	+	228147405	228147699	228147405	228147544	228147614	228147699	1844	92,27,31	543,340,312	84,40,31	597,365,244	120	50	0.753849093051	1.0	0.066,0.032,0.04	0.055,0.044,0.05	-0.004
1845	"ENSG00000143774"	"ENSG00000143774"	chr1	+	228147405	228147699	228147405	228147544	228147620	228147699	1845	141,75,64	7,5,16	147,67,61	0,10,1	126	50	0.0257838802831	0.10187516575816397	0.889,0.856,0.613	1.0,0.727,0.96	-0.11
1846	"ENSG00000132781"	"ENSG00000132781"	chr1	-	45332762	45333324	45332762	45332834	45332917	45333324	1846	42,23,19	44,39,29	37,36,26	44,20,32	133	50	0.174637523478	0.39887277273303734	0.264,0.181,0.198	0.24,0.404,0.234	-0.078
1847	"ENSG00000132781"	"ENSG00000132781"	chr1	-	45332762	45333170	45332762	45332834	45333096	45333170	1847	137,95,60	1,0,0	160,102,100	0,0,0	312	50	1	1.0	0.956,1.0,1.0	1.0,1.0,1.0	-0.015
1848	"ENSG00000132781"	"ENSG00000132781"	chr1	-	45332762	45333324	45332762	45332834	45333284	45333324	1848	212,167,96	5,0,1	296,161,145	0,0,6	500	50	0.672630157801	0.9501697934102397	0.809,1.0,0.906	1.0,1.0,0.707	0.003
1849	"ENSG00000132781"	"ENSG00000132781"	chr1	-	45332762	45333324	45332762	45333170	45333284	45333324	1849	48,37,17	68,52,34	72,36,28	74,36,38	164	50	0.0848504161887	0.23733233712839313	0.177,0.178,0.132	0.229,0.234,0.183	-0.053
1850	"ENSG00000132781"	"ENSG00000132781"	chr1	-	45332917	45333324	45332917	45332959	45333284	45333324	1850	170,146,79	0,0,0	259,126,125	0,0,1	375	50	1	1.0	1.0,1.0,1.0	1.0,1.0,0.943	0.019
1851	"ENSG00000143761"	"ENSG00000143761"	chr1	+	228097077	228097452	228097077	228097262	228097341	228097452	1851	108,74,48	1496,880,803	138,33,40	1185,703,593	129	50	0.429401441551	0.7297988149525014	0.027,0.032,0.023	0.043,0.018,0.025	-0.001
1853	"ENSG00000225748"	"ENSG00000225748"	chr6_GL000254v2_alt	+	2977461	2977929	2977461	2977629	2977846	2977929	1853	36,14,0	52,0,0	26,15,0	23,0,0	267	50	1	1.0	0.115,1.0,NA	0.175,1.0,NA	-0.03
1856	"ENSG00000141452"	"ENSG00000141452"	chr18	+	23530228	23530612	23530228	23530297	23530386	23530612	1856	115,45,55	160,125,122	42,20,31	128,119,78	139	50	0.000453380119426	0.004467292953600401	0.205,0.115,0.14	0.106,0.057,0.125	0.057
1857	"ENSG00000141452"	"ENSG00000141452"	chr18	+	23530228	23530612	23530228	23530297	23530510	23530612	1857	484,349,356	3,8,4	361,215,241	0,4,2	263	50	0.10706241224	0.2817453582402075	0.968,0.892,0.944	1.0,0.911,0.958	-0.022
1858	"ENSG00000161996"	"ENSG00000161996"	chr16	+	653745	655147	653745	653803	655028	655147	1858	313,242,135	10,25,17	508,335,185	15,31,33	1275	50	0.92529553842	1.0	0.551,0.275,0.237	0.57,0.298,0.18	0.005
1859	"ENSG00000161996"	"ENSG00000161996"	chr16	+	655057	655468	655057	655147	655306	655468	1859	4,5,2	17,49,13	8,7,13	16,44,14	209	50	0.00434267004435	0.026416063063144327	0.053,0.024,0.035	0.107,0.037,0.182	-0.071
1861	"ENSG00000161996"	"ENSG00000161996"	chr16	+	655772	656537	655772	655885	656301	656537	1861	215,108,107	0,9,0	259,148,121	1,0,3	466	50	0.103148647102	0.27389526616338417	1.0,0.563,1.0	0.965,1.0,0.812	-0.071
1862	"ENSG00000161996"	"ENSG00000161996"	chr16	+	655772	656537	655772	655889	656301	656537	1862	204,107,105	33,10,14	251,148,116	16,18,8	462	50	0.0696748986777	0.20793466320021986	0.401,0.537,0.448	0.629,0.471,0.611	-0.108
1863	"ENSG00000161996"	"ENSG00000161996"	chr16	+	666454	666792	666454	666598	666672	666792	1863	23,28,19	76,95,57	60,29,18	180,152,73	124	50	0.462274246098	0.7615149843320766	0.109,0.106,0.118	0.118,0.071,0.09	0.018
1864	"ENSG00000134152"	"ENSG00000134152"	chr15	-	34154643	34154831	34154643	34154684	34154785	34154831	1864	15,1,2	0,4,0	6,1,0	0,0,0	151	50	1	1.0	1.0,0.076,1.0	1.0,1.0,NA	-0.308
1866	"ENSG00000149451"	"ENSG00000149451"	chr20	-	3672720	3673496	3672720	3672898	3673353	3673496	1866	95,86,64	0,1,0	27,34,57	0,0,3	505	50	0.487460956496	0.7850522009036176	1.0,0.895,1.0	1.0,1.0,0.653	0.081
1867	"ENSG00000067064"	"ENSG00000067064"	chr10	-	1043300	1044171	1043300	1043393	1043998	1044171	1867	2508,1472,1319	428,201,250	2915,881,966	270,95,78	655	50	5.05791210026e-08	2.804788698388365e-06	0.309,0.359,0.287	0.452,0.414,0.486	-0.132
1871	"ENSG00000125503"	"ENSG00000125503"	chr19	-	55093015	55093233	55093015	55093076	55093152	55093233	1871	124,133,139	149,104,100	129,147,115	224,143,107	126	50	0.0751226690575	0.21885156306366368	0.248,0.337,0.355	0.186,0.29,0.299	0.055
1872	"ENSG00000103253"	"ENSG00000103253"	chr16	+	728115	728424	728115	728233	728315	728424	1872	4,10,12	12,23,14	5,10,5	18,13,9	132	50	0.81972197619	1.0	0.112,0.141,0.245	0.095,0.226,0.174	0.001
1873	"ENSG00000103253"	"ENSG00000103253"	chr16	+	728315	728604	728315	728424	728503	728604	1873	14,15,13	19,7,12	0,11,8	4,17,9	129	50	0.108859409554	0.2849344259950747	0.222,0.454,0.296	0.0,0.201,0.256	0.172
1874	"ENSG00000103253"	"ENSG00000103253"	chr16	+	729008	729715	729008	729088	729287	729715	1874	35,49,36	18,7,14	45,41,24	32,6,4	249	50	0.872667191086	1.0	0.281,0.584,0.341	0.22,0.578,0.546	-0.046
1878	"ENSG00000242726"	"ENSG00000242726"	chr6_GL000255v2_alt	+	1600379	1600655	1600379	1600480	1600572	1600655	1878	0,0,0	1,0,0	0,2,0	0,0,0	142	50	1	1.0	0.0,NA,NA	NA,1.0,NA	-1.0
1881	"ENSG00000213918"	"ENSG00000213918"	chr16	+	3656998	3657341	3656998	3657111	3657186	3657341	1881	55,31,25	6,10,5	94,29,34	14,1,8	125	50	0.450619707474	0.7503510422288777	0.786,0.554,0.667	0.729,0.921,0.63	-0.091
1882	"ENSG00000178031"	"ENSG00000178031"	chr9	+	18906691	18910947	18906691	18906912	18908441	18910947	1882	35,2,11	8,0,0	71,55,57	10,12,22	1579	50	0.171400864842	0.39355355052070196	0.122,1.0,1.0	0.184,0.127,0.076	0.578
1886	"ENSG00000171680"	"ENSG00000171680"	chr1	-	6467824	6468586	6467824	6467898	6468098	6468586	1886	647,517,428	7,1,5	733,477,268	0,8,2	250	50	0.651003301119	0.9289750876829775	0.949,0.99,0.945	1.0,0.923,0.964	-0.001
1887	"ENSG00000171680"	"ENSG00000171680"	chr1	-	6474450	6475138	6474450	6474587	6475046	6475138	1887	23,53,32	63,73,50	33,34,31	65,57,35	509	50	0.695704117027	0.9709724712033254	0.035,0.067,0.059	0.048,0.055,0.08	-0.007
1888	"ENSG00000168010"	"ENSG00000168010"	chr11	+	72822477	72824842	72822477	72822543	72822847	72824842	1888	325,191,216	96,44,34	264,189,176	68,33,34	354	50	0.701937125138	0.9765280483614708	0.323,0.38,0.473	0.354,0.447,0.422	-0.016
1889	"ENSG00000168010"	"ENSG00000168010"	chr11	+	72822847	72824842	72822847	72822961	72824733	72824842	1889	3195,1966,2034	1,4,4	3278,1632,1645	5,2,4	1822	50	0.482492310203	0.7813262571674388	0.989,0.931,0.933	0.947,0.957,0.919	0.01
1890	"ENSG00000168010"	"ENSG00000168010"	chr11	+	72826517	72827293	72826517	72826589	72827187	72827293	1890	368,192,215	0,0,0	490,217,167	9,0,0	648	50	0.000298393337035	0.00317642371499981	1.0,1.0,1.0	0.808,1.0,1.0	0.064
1891	"ENSG00000168010"	"ENSG00000168010"	chr11	+	72828358	72828776	72828358	72828508	72828728	72828776	1891	49,65,33	141,98,84	48,48,43	120,89,70	270	50	0.574916061672	0.8690252608918442	0.06,0.109,0.068	0.069,0.091,0.102	-0.008
1892	"ENSG00000175061"	"ENSG00000175061"	chr17	+	16439036	16439414	16439036	16439060	16439326	16439414	1892	452,342,285	2423,998,993	589,399,364	2869,1235,912	316	50	0.215896818882	0.4616672835144814	0.029,0.051,0.043	0.031,0.049,0.059	-0.005
1893	"ENSG00000175061"	"ENSG00000175061"	chr17	+	16439326	16439703	16439326	16439414	16439527	16439703	1893	227,107,69	98,168,191	255,70,55	107,207,152	163	50	0.615486744364	0.899220657821062	0.415,0.163,0.1	0.422,0.094,0.1	0.021
1894	"ENSG00000175061"	"ENSG00000175061"	chr17	+	16439326	16439703	16439326	16439414	16439580	16439703	1894	420,410,340	84,163,81	454,302,280	135,141,132	216	50	0.0285253190659	0.11015161670062923	0.536,0.368,0.493	0.438,0.331,0.329	0.1
1895	"ENSG00000175061"	"ENSG00000175061"	chr17	+	16439326	16439703	16439326	16439414	16439659	16439703	1895	1177,1207,972	77,63,59	1474,1184,868	117,85,52	295	50	0.148184110352	0.35655764630043946	0.722,0.765,0.736	0.681,0.702,0.739	0.034
1896	"ENSG00000175061"	"ENSG00000175061"	chr17	+	16439326	16440253	16439326	16439414	16440110	16440253	1896	2638,1821,1398	3,2,1	2545,1718,1247	2,6,12	746	50	0.000823151534029	0.0072861285494916885	0.983,0.984,0.989	0.988,0.95,0.874	0.048
1897	"ENSG00000175061"	"ENSG00000175061"	chr17	+	16439326	16440253	16439326	16439393	16440184	16440253	1897	3334,2397,1856	74,48,51	3453,2359,1741	47,83,59	841	50	0.572628525276	0.8667581658355383	0.728,0.748,0.684	0.814,0.628,0.637	0.027
1898	"ENSG00000175061"	"ENSG00000175061"	chr17	+	16439326	16440253	16439326	16439414	16440184	16440253	1898	2839,1956,1490	1279,1092,1090	2751,1864,1340	1918,1171,986	820	50	0.0303693908507	0.11512847771620692	0.119,0.098,0.077	0.08,0.088,0.077	0.016
1899	"ENSG00000175061"	"ENSG00000175061"	chr17	+	16439326	16440253	16439326	16439703	16440184	16440253	1899	1698,768,538	282,334,307	1341,699,479	288,399,307	531	50	0.362014952025	0.6488827164639049	0.362,0.178,0.142	0.305,0.142,0.128	0.036
1901	"ENSG00000181392"	"ENSG00000181392"	chr19	-	36005332	36006671	36005332	36005437	36006422	36006671	1901	313,283,103	35,33,36	637,461,232	61,33,40	1035	50	0.0758498774676	0.22043510616349873	0.302,0.293,0.121	0.335,0.403,0.219	-0.08
1902	"ENSG00000181392"	"ENSG00000181392"	chr19	-	36005332	36006671	36005332	36005437	36006601	36006671	1902	502,448,244	0,4,3	783,610,333	0,6,3	1214	50	0.930275808891	1.0	1.0,0.822,0.77	1.0,0.807,0.821	-0.012
