Ensembl_ID,gene_symbol,GNF_GeneAtlas_Specificity
ENSMUSG00000079173,Zan,TRE
ENSMUSG00000079174,Gm3054,not present
ENSMUSG00000079175,Gm11060,not present
ENSMUSG00000079177,4930417G10Rik,not present
ENSMUSG00000079179,1700012B15Rik,NRE
ENSMUSG00000079180,Gm11062,not present
ENSMUSG00000079183,C030005K15Rik,TRE
ENSMUSG00000079184,Mphosph8,NRE
ENSMUSG00000079186,Gzmc,TRE
ENSMUSG00000079188,Gm7694,not present
ENSMUSG00000079197,Psme2,NRE
ENSMUSG00000079215,Zfp664,NRE
ENSMUSG00000079226,Gm336,TRE
ENSMUSG00000079227,Ccr5,TRE
ENSMUSG00000079228,Gm4694,NRE
ENSMUSG00000079234,Gm11067,not present
ENSMUSG00000079235,Ccdc13,TRE
ENSMUSG00000079239,Olfr1082,not present
ENSMUSG00000079242,C730034F03Rik,not present
ENSMUSG00000079243,Xirp1,TRE
ENSMUSG00000079244,Gm5622,not present
ENSMUSG00000079246,Slc35f4,not detected
ENSMUSG00000079252,Tor1aip2,NRE
ENSMUSG00000079254,Itprip,NRE
ENSMUSG00000079255,Gm11074,not present
ENSMUSG00000079258,Calhm1,not present
ENSMUSG00000079259,Trim71,TRE
ENSMUSG00000079260,Glb1,TRE
ENSMUSG00000079261,Gm15217,not present
ENSMUSG00000079262,Slco1a6,TRE
ENSMUSG00000079263,Gm6614,not present
ENSMUSG00000079264,Gm11077,not present
ENSMUSG00000079265,Gm8257,not present
ENSMUSG00000079267,Gm5930,not present
ENSMUSG00000079269,Gm3676,TRE
ENSMUSG00000079270,Gm3543,TRE
ENSMUSG00000079271,1700049E17Rik1,NRE
ENSMUSG00000079274,Gm11078,not present
ENSMUSG00000079276,Gm4736,not present
ENSMUSG00000079277,Hoxd3,TRE
ENSMUSG00000079278,Tmem233,not present
ENSMUSG00000079281,Gm11081,not present
ENSMUSG00000079282,Gm11082,not present
ENSMUSG00000079283,2310009B15Rik,NRE
ENSMUSG00000079284,Fbxw28,not detected
ENSMUSG00000079286,Gm11084,not present
ENSMUSG00000079293,Clec7a,TRE
ENSMUSG00000079295,Klrb1-ps1,not present
ENSMUSG00000079298,Klrb1b,TRE
ENSMUSG00000079299,Klrb1,not present
ENSMUSG00000079304,4933413G19Rik,TRE
ENSMUSG00000079307,Gm4461,not present
ENSMUSG00000079308,Olfr239,not present
ENSMUSG00000079309,Olfr55,not present
ENSMUSG00000079311,Gm3222,not present
ENSMUSG00000079316,Rab9,NRE
ENSMUSG00000079317,Trappc2,NRE
ENSMUSG00000079318,Gm11091,not present
ENSMUSG00000079319,Gm11092,not present
ENSMUSG00000079324,4932414N04Rik,TRE
ENSMUSG00000079326,Gm15262,not present
ENSMUSG00000079330,Lemd1,TRE
ENSMUSG00000079333,Gm11096,not present
ENSMUSG00000079334,Nat6,TRE+NRE
ENSMUSG00000079339,Gm14446,TRE
ENSMUSG00000079342,Gm5097,not present
ENSMUSG00000079343,Gm5077,NRE
ENSMUSG00000079344,Lipo4,not present
ENSMUSG00000079346,1700013D24Rik,TRE
ENSMUSG00000079349,Magea5,not detected
ENSMUSG00000079350,Magea8,not detected
ENSMUSG00000079352,Gm15140,not present
ENSMUSG00000079353,Gm11099,not present
ENSMUSG00000079354,Gm2237,NRE
ENSMUSG00000079355,Ccrl1,TRE
ENSMUSG00000079360,Gm3839,NRE
ENSMUSG00000079361,Gm11102,not present
ENSMUSG00000079362,Gbp6,NRE
ENSMUSG00000079363,Gbp4,not present
ENSMUSG00000079364,Gm3558,NRE
ENSMUSG00000079365,Gm3618,TRE
ENSMUSG00000079369,Gm3358,NRE
ENSMUSG00000079371,Gm3476,TRE+NRE
ENSMUSG00000079372,Gm3468,NRE
ENSMUSG00000079373,Gm10021,NRE
ENSMUSG00000079374,Gm8334,not present
ENSMUSG00000079375,Gm3194,NRE
ENSMUSG00000079376,Gm3383,NRE
ENSMUSG00000079377,Gm3029,not present
ENSMUSG00000079378,Gm8279,TRE
ENSMUSG00000079380,Gm8271,not present
ENSMUSG00000079381,4930555G01Rik,not present
ENSMUSG00000079382,Gm3443,not present
ENSMUSG00000079383,Gm3298,not present
ENSMUSG00000079386,Gm3173,NRE
ENSMUSG00000079387,Luzp4,TRE
ENSMUSG00000079388,2610042L04Rik,NRE
ENSMUSG00000079389,Gm3149,TRE+NRE
ENSMUSG00000079391,Gm2974,NRE
ENSMUSG00000079394,Gm3099,not present
ENSMUSG00000079395,Gm15114,TRE
ENSMUSG00000079396,Gm5796,NRE
ENSMUSG00000079397,Gm2916,TRE
ENSMUSG00000079398,Gm3033,NRE
ENSMUSG00000079399,Gm3002,NRE
ENSMUSG00000079402,Gm3020,NRE
ENSMUSG00000079403,Gm3012,TRE
ENSMUSG00000079404,Gm11109,TRE
ENSMUSG00000079405,AC195488.1,not present
ENSMUSG00000079406,Gm1973,TRE
ENSMUSG00000079407,1700110I01Rik,TRE
ENSMUSG00000079408,D830030K20Rik,NRE
ENSMUSG00000079409,Gm5795,TRE
ENSMUSG00000079410,Gm2897,NRE
ENSMUSG00000079414,Gm11110,not detected
ENSMUSG00000079415,Cntf,TRE
ENSMUSG00000079416,Gm11111,not present
ENSMUSG00000079418,Atg4a,NRE
ENSMUSG00000079419,Ms4a6c,TRE
ENSMUSG00000079421,4930402F06Rik,not detected
ENSMUSG00000079422,Gm7971,not detected
ENSMUSG00000079423,Gm3286,not detected
ENSMUSG00000079424,Gm3259,TRE
ENSMUSG00000079426,Arpc4,NRE
ENSMUSG00000079427,Gm2382,NRE
ENSMUSG00000079428,Tceal7,TRE
ENSMUSG00000079429,Heatr7b1,TRE
ENSMUSG00000079432,Gm15023,TRE
ENSMUSG00000079433,Gm11114,not present
ENSMUSG00000079434,Neu2,TRE
ENSMUSG00000079435,Rpl36a,NRE
ENSMUSG00000079436,Kcnj13,TRE
ENSMUSG00000079437,Tmem179b,NRE
ENSMUSG00000079438,Gm11115,not present
ENSMUSG00000079439,Gm11116,not present
ENSMUSG00000079440,Alpi,TRE
ENSMUSG00000079442,St6galnac4,TRE+NRE
ENSMUSG00000079444,Prickle4,NRE
ENSMUSG00000079445,B3gnt7,TRE
ENSMUSG00000079450,3110007F17Rik,TRE
ENSMUSG00000079451,Tmprss11g,TRE
ENSMUSG00000079460,4933403O08Rik,NRE
ENSMUSG00000079462,Gm15737,not present
ENSMUSG00000079465,Col4a3,TRE
ENSMUSG00000079466,Prdm12,not present
ENSMUSG00000079469,Pigb,not detected
ENSMUSG00000079470,Utp14b,TRE
ENSMUSG00000079471,Gm7325,TRE
ENSMUSG00000079472,Gm550,TRE
ENSMUSG00000079476,1700011M02Rik,TRE
ENSMUSG00000079477,Rab7,NRE
ENSMUSG00000079478,Sssca1,TRE+NRE
ENSMUSG00000079479,Gm9112,TRE
ENSMUSG00000079480,Pin4,NRE
ENSMUSG00000079481,Nhsl2,TRE+NRE
ENSMUSG00000079484,Phyhd1,NRE
ENSMUSG00000079487,Med12,NRE
ENSMUSG00000079491,H2-T10,TRE+NRE
ENSMUSG00000079492,Gm11127,not present
ENSMUSG00000079494,Cml5,TRE
ENSMUSG00000079495,Gm11128,TRE
ENSMUSG00000079496,Gm11129,not present
ENSMUSG00000079501,Gm5138,NRE
ENSMUSG00000079502,1700101E01Rik,not present
ENSMUSG00000079507,H2-Q1,not present
ENSMUSG00000079508,Apoo,NRE
ENSMUSG00000079509,Zfx,TRE+NRE
ENSMUSG00000079510,Mdga2,not present
ENSMUSG00000079513,4932429P05Rik,not present
ENSMUSG00000079516,Reg3a,TRE
ENSMUSG00000079517,Gm8787,not present
ENSMUSG00000079519,Gm14743,TRE
ENSMUSG00000079521,Gm5938,not present
ENSMUSG00000079522,Gm14744,not detected
ENSMUSG00000079523,Tmsb10,NRE
ENSMUSG00000079525,4930468A15Rik,TRE
ENSMUSG00000079528,1700021O21Rik,not detected
ENSMUSG00000079531,Gm5936,TRE
ENSMUSG00000079532,Gm6890,not present
ENSMUSG00000079534,Gm5640,TRE
ENSMUSG00000079536,Gm6880,not present
ENSMUSG00000079537,C030048H21Rik,not present
ENSMUSG00000079538,Gm11140,not present
ENSMUSG00000079539,Lcn14,not present
ENSMUSG00000079542,Gm11143,not present
ENSMUSG00000079544,Igkv13-87,not present
ENSMUSG00000079546,Gm11146,not present
ENSMUSG00000079547,H2-DMb1,TRE
ENSMUSG00000079550,Mpp4,TRE
ENSMUSG00000079553,Kifc1,TRE
ENSMUSG00000079554,Aox3l1,not present
ENSMUSG00000079555,Haus3,NRE
ENSMUSG00000079556,Gm11147,not present
ENSMUSG00000079557,March2,TRE+NRE
ENSMUSG00000079558,Gm6981,not present
ENSMUSG00000079559,Gm684,not present
ENSMUSG00000079560,Hoxa3,NRE
ENSMUSG00000079562,Maea,NRE
ENSMUSG00000079563,Pglyrp2,TRE
ENSMUSG00000079564,Gm11149,NRE
ENSMUSG00000079566,4930408F14Rik,TRE
ENSMUSG00000079575,Rbpsuh-rs3,not present
ENSMUSG00000079577,Gm14692,not present
ENSMUSG00000079578,Gm1140,not present
ENSMUSG00000079579,Gm6760,not present
ENSMUSG00000079580,Tmem217,TRE
ENSMUSG00000079583,Gm7073,not present
ENSMUSG00000079584,Gm364,TRE
ENSMUSG00000079585,CT030161.1,not present
ENSMUSG00000079587,Gpr45,not present
ENSMUSG00000079588,Tmem182,TRE
ENSMUSG00000079590,Gm16430,TRE
ENSMUSG00000079591,Gm16405,TRE
ENSMUSG00000079593,Gm14597,not present
ENSMUSG00000079594,Gm1975,TRE
ENSMUSG00000079595,Gm4758,not present
ENSMUSG00000079597,Gm5483,not present
ENSMUSG00000079598,Clec2l,TRE
ENSMUSG00000079600,Gm17604,not present
ENSMUSG00000079602,9230102O04Rik,not present
ENSMUSG00000079606,Gm595,not present
ENSMUSG00000079608,Stard6,TRE
ENSMUSG00000079610,Ankrd39,NRE
ENSMUSG00000079612,Gm11157,not present
ENSMUSG00000079614,Seh1l,NRE
ENSMUSG00000079615,Hspa14,NRE
ENSMUSG00000079617,Gm11158,not present
ENSMUSG00000079619,Cypt15,not present
ENSMUSG00000079620,Muc4,TRE+NRE
ENSMUSG00000079621,Gm8123,not present
ENSMUSG00000079624,Gm11160,not present
ENSMUSG00000079625,Tm4sf19,not present
ENSMUSG00000079626,Gm14543,not present
ENSMUSG00000079627,Rhox2h,not present
ENSMUSG00000079628,Rhox4g,TRE
ENSMUSG00000079629,Rhox2g,not detected
ENSMUSG00000079630,Rhox4f,TRE
ENSMUSG00000079631,Rhox3f,not present
ENSMUSG00000079632,Rhox2f,not present
ENSMUSG00000079633,Rhox4d,TRE
ENSMUSG00000079634,Rhox2d,not present
ENSMUSG00000079635,Rhox4c,TRE
ENSMUSG00000079636,Rhox3c,not present
